,Brand,Current_price,Discount,Avg_review_outof5,Num_reviews,Product_category,Subcategory,Date_retrieved
"MEC Terrena Stretch 12"" Shorts - Women's",MEC,31.93,51,3.6,13,camping-and-hiking,hiking-clothing,2020-10-20
MEC Ferrata Pants - Women's,MEC,129.95,0,4.5,12,camping-and-hiking,hiking-clothing,2020-10-20
MEC Below Celsius Insulated Pants - Women's,MEC,189.95,0,2.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Down Sweater Hoody - Women's,Patagonia,349.00,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
MEC Cliffton Pants - Men's,MEC,69.95,0,3.7,3,camping-and-hiking,hiking-clothing,2020-10-20
Black Diamond Notion Pants - Women's,Black Diamond,94.95,0,4.3,29,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Westoak City Trench - Women's,The North Face,199.99,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Covert Hoody - Women's,Arc'teryx,219.95,0,4.7,15,camping-and-hiking,hiking-clothing,2020-10-20
Salomon Comet Warm Tights - Women's,Salomon,79.95,0,2.3,3,camping-and-hiking,hiking-clothing,2020-10-20
MEC T1 Long Johns - Men's,MEC,24.95,0,4.2,8,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Keb Curved Trousers - Women's,Fjallraven,249.95,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
MEC Mochilero Stretch Lined Pants - Men's,MEC,119.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
MEC Rad Pants - Women's,MEC,89.95,0,3.1,55,camping-and-hiking,hiking-clothing,2020-10-20
MEC Cold Rush Thermal Run Tights - Men's,MEC,84.95,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Kuhl Revel 1/4 Zip - Men's,Kuhl,99.95,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Covert Hoody - Men's,Arc'teryx,219.95,0,4.5,46,camping-and-hiking,hiking-clothing,2020-10-20
MEC Stargazer Fleece Pullover - Women's,MEC,74.95,0,4.6,17,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Light Weight Synchilla Snap-T Pullover - Women's,Patagonia,149.00,0,4.4,5,camping-and-hiking,hiking-clothing,2020-10-20
MEC Overland Stretch Shirt - Men's,MEC,74.95,0,3.7,3,camping-and-hiking,hiking-clothing,2020-10-20
Kari Traa Lokke Pants - Women's,Kari Traa,134.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Expedition Pack Down Hoodie - Men's,Fjallraven,349.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Dryzzle Futurelight Jacket - Women's,The North Face,279.99,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Smartwool Merino 150 Baselayer Short Sleeve - Women's,Smartwool,94.95,0,4.4,58,camping-and-hiking,hiking-clothing,2020-10-20
Houdini Outright Houdi - Men's,Houdini,149.94,44,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven High Coast Lite Trousers - Women's,Fjallraven,149.95,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
MEC Peak Comfort AirGrid Warm Long Sleeve Baselayer - Women's,MEC,64.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Zeta SL Gore-Tex Jacket - Women's,Arc'teryx,379.95,0,4.9,19,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Quandary Pants - Women's,Patagonia,99.00,0,4.6,7,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Abisko Midsummer Trousers - Women's,Fjallraven,179.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Capilene Midweight Long Sleeve Crew - Women's,Patagonia,75.00,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Kuhl Horizn Convertible Pants - Women's,Kuhl,109.95,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
MEC Peak Comfort Merino Warm 1/4 Zip Baselayer - Women's,MEC,119.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Arque Jacket - Women's,The North Face,179.93,40,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
MEC RnB Shorts - Men's,MEC,35.98,52,5.0,2,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Paramount Active Convertible Mid-Rise Pants - Women's,The North Face,79.97,60,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Sabria Pants - Women's,Arc'teryx,149.95,30,4.3,48,camping-and-hiking,hiking-clothing,2020-10-20
Toad &Co Hutton Sherpa Jacket - Women's,Toad,103.98,60,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Proton FL Hoody - Women's,Arc'teryx,329.95,0,4.5,6,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Atom LT Hoody - Women's,Arc'teryx,209.93,30,4.7,161,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Vidda Pro Ventilated Trousers - Women's,Fjallraven,199.95,0,3.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Armada Haven Crew - Women's,Armada,34.93,50,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
MEC Mochilero Shorts - Men's,MEC,64.95,0,4.6,5,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Arque Jacket - Men's,The North Face,299.99,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
"MEC Terrena Stretch 5"" Shorts - Women's",MEC,59.95,30,5.0,5,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Venga Rock Pants - Men's,Patagonia,76.30,30,3.0,3,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Kyanite Hoody - Women's,Arc'teryx,219.95,0,4.6,25,camping-and-hiking,hiking-clothing,2020-10-20
Prana Halle Pants - Regular Inseam - Women's,Prana,75.97,20,4.6,119,camping-and-hiking,hiking-clothing,2020-10-20
Smartwool Intraknit Merino 250 Thermal 1/4 Zip Top - Men's,Smartwool,189.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Kari Traa Lokke Long Sleeve - Women's,Kari Traa,134.95,0,5.0,2,camping-and-hiking,hiking-clothing,2020-10-20
MEC All Day Essentials Merino Lite Turtleneck - Women's,MEC,79.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Abisko Midsummer Trousers - Men's,Fjallraven,179.95,0,3.5,2,camping-and-hiking,hiking-clothing,2020-10-20
MEC Terrena Stretch Convertible Pants - Women's,MEC,44.93,50,4.1,7,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Micro D Snap-T Pullover - Men's,Patagonia,109.00,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Crestview Pants - Women's,Patagonia,139.00,0,5.0,2,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Gamma LT Pants - Men's,Arc'teryx,199.95,20,4.5,108,camping-and-hiking,hiking-clothing,2020-10-20
MEC Mochilero Stretch Lined Pants - Men's,MEC,60.93,49,4.0,6,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Capilene Air Crew - Women's,Patagonia,159.00,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
MEC Peak Comfort AirGrid Lite Short Sleeve Base Layer - Men's,MEC,29.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Kuhl Radikl Pants - Men's,Kuhl,99.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Aptin Shorts - Men's,Arc'teryx,99.95,50,4.6,24,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Cragmont Fleece Coat - Women's,The North Face,239.99,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia R1 Pullover Hoody - Men's,Patagonia,199.00,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Canyonlands 1/4 Zip Sweatshirt - Women's,The North Face,71.97,20,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Smartwool Smartloft 120 Jacket - Men's,Smartwool,153.57,36,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Paramount Active Convertible Pants - Men's,The North Face,79.97,20,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Down Sweater Vest - Women's,Patagonia,225.00,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Black Diamond Notion Pants - Men's,Black Diamond,94.95,0,4.4,27,camping-and-hiking,hiking-clothing,2020-10-20
Houdini Outright Houdi - Women's,Houdini,134.94,50,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Quandary Convertible Pants - Men's,Patagonia,109.00,0,4.7,3,camping-and-hiking,hiking-clothing,2020-10-20
Black Diamond Notion Shorts - Men's,Black Diamond,84.95,41,4.0,4,camping-and-hiking,hiking-clothing,2020-10-20
Cotopaxi Teca Mira Half-Zip Jacket - Unisex,Cotopaxi,59.93,50,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Prana Rockland Pants - Men's,Prana,57.94,50,5.0,4,camping-and-hiking,hiking-clothing,2020-10-20
Armada Haven Pants - Women's,Armada,34.93,50,1.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Abisko Trail Tights - Women's,Fjallraven,184.95,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Abisko Trail Fleece - Men's,Fjallraven,179.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Dryzzle Futurelight Jacket - Men's,The North Face,279.99,0,5.0,2,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Nuclei FL Hoody - Men's,Arc'teryx,349.95,0,4.7,19,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Paramount Active Pants - Men's,The North Face,39.93,56,4.1,7,camping-and-hiking,hiking-clothing,2020-10-20
MEC Mica 2 Shorts - Men's,MEC,69.95,51,3.6,8,camping-and-hiking,hiking-clothing,2020-10-20
Rab Nexus Jacket - Men's,Rab,139.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Kari Traa Lokke Half Zip - Women's,Kari Traa,149.95,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Indygena Maeto II Pants - Women's,Indygena,119.95,40,5.0,2,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Skyline Traveller Shorts - Women's,Patagonia,55.30,30,3.5,4,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Organic Cotton Quilt Snap-T Pullover - Women's,Patagonia,189.00,0,4.9,8,camping-and-hiking,hiking-clothing,2020-10-20
MEC Gateway Lead Tights - Women's,MEC,64.95,0,3.9,10,camping-and-hiking,hiking-clothing,2020-10-20
Houdini Daybreak Jacket - Women's,Houdini,149.93,50,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Houdini Daybreak Jacket - Men's,Houdini,149.93,50,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Terrebonne Shorts - Men's,Patagonia,55.30,30,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
MEC Hydrofoil Stretch Pants - Men's,MEC,64.95,48,3.4,7,camping-and-hiking,hiking-clothing,2020-10-20
Indygena Pecora Fleece Pullover - Women's,Indygena,189.95,0,5.0,2,camping-and-hiking,hiking-clothing,2020-10-20
MEC Sun Dodger Short Sleeve Hiking Shirt - Men's,MEC,24.94,64,3.7,7,camping-and-hiking,hiking-clothing,2020-10-20
MEC Chilcotins Short Sleeve Utility Shirt - Men's,MEC,30.94,61,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Capilene Midweight Zip Neck Top - Men's,Patagonia,85.00,0,4.8,4,camping-and-hiking,hiking-clothing,2020-10-20
Odlo Blackcomb Pro Bottoms Long - Women's,Odlo,99.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Cotton Quilt Snap-T Pullover - Men's,Patagonia,189.00,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Gamma SL Hoody - Women's,Arc'teryx,219.95,0,4.6,13,camping-and-hiking,hiking-clothing,2020-10-20
MEC Mochilero Stretch Pants - Men's,MEC,36.93,54,3.9,31,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Delta LT Hoody - Women's,Arc'teryx,169.95,0,4.6,10,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Capilene Air Hoody - Women's,Patagonia,189.00,0,5.0,3,camping-and-hiking,hiking-clothing,2020-10-20
Kari Traa Smale Tank Top - Women's,Kari Traa,29.93,54,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Los Gatos Jacket - Women's,Patagonia,169.00,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Smartwool Merino Sport Ultra Light Hoodie - Men's,Smartwool,149.95,0,3.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven High Coast Lite Trousers - Men's,Fjallraven,149.95,0,3.0,2,camping-and-hiking,hiking-clothing,2020-10-20
The North Face North Dome Short Sleeve Shirt - Men's,The North Face,44.93,50,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Black Diamond Circuit Pants - Men's,Black Diamond,56.93,52,4.8,6,camping-and-hiking,hiking-clothing,2020-10-20
MEC Mochilero Stretch Convertible Pants - Men's,MEC,43.93,51,3.1,20,camping-and-hiking,hiking-clothing,2020-10-20
MEC Peak Comfort AirGrid Warm 1/4 Zip Baselayer - Women's,MEC,74.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Capilene Mid Weight Bottom 2 - Women's,Patagonia,75.00,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Squamish Hoody - Men's,Arc'teryx,199.95,0,4.7,93,camping-and-hiking,hiking-clothing,2020-10-20
MEC Sandbagger Pants - Men's,MEC,61.58,55,3.9,55,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Atom SL Hoody - Men's,Arc'teryx,179.94,31,4.7,99,camping-and-hiking,hiking-clothing,2020-10-20
Kari Traa Rose Half Zip Top - Women's,Kari Traa,134.95,0,4.3,3,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Abisko Lite Shorts - Men's,Fjallraven,134.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Kari Traa Rose Long Sleeve Top - Women's,Kari Traa,119.95,0,5.0,2,camping-and-hiking,hiking-clothing,2020-10-20
Houdini Heavenly Houdi Jacket - Men's,Houdini,199.93,50,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Sabria Shorts - Women's,Arc'teryx,111.94,30,4.7,10,camping-and-hiking,hiking-clothing,2020-10-20
MEC Lived In Shorts - Women's,MEC,21.98,60,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
"Arc'teryx Taema 6"" Shorts - Women's",Arc'teryx,62.94,30,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Thermoball Eco Jacket - Men's,The North Face,249.99,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Abisko Trail Fleece - Women's,Fjallraven,179.95,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Capilene Cool Daily Graphic Shirt - Women's,Patagonia,55.00,0,4.8,6,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Flyweight Hoodie - Women's,The North Face,39.97,60,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Vuori Sunday Performance Joggers - Men's,Vuori,109.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Smartwool Merino Sport Lined Shorts - Women's,Smartwool,44.94,40,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Sol Patrol II Long Sleeve Shirt - Men's,Patagonia,99.00,0,4.6,5,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Torrentshell 3 Layer Pullover - Men's,Patagonia,159.00,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Remige Word Short Sleeve Shirt - Men's,Arc'teryx,64.95,0,3.8,4,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Capilene Cool Daily Long Sleeve Graphic T-Shirt - Men's,Patagonia,69.00,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Mammut Aconcagua Light Hybrid Mid-layer Hooded Jacket - Women's,Mammut,145.02,44,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Rab Borealis Jacket - Women's,Rab,144.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Abisko Shorts - Men's,Fjallraven,139.95,0,5.0,2,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Active Trail Hybrid Joggers - Men's,The North Face,129.99,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Cotopaxi Dorado Half Zip Fleece - Women's,Cotopaxi,129.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Rab Talus Shorts - Women's,Rab,53.94,40,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
"Patagonia Quandary 7"" Shorts - Women's",Patagonia,75.00,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
The North Face ThermoBall Pullover - Men's,The North Face,259.99,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Chambeau Rock Pants - Women's,Patagonia,125.00,0,2.5,2,camping-and-hiking,hiking-clothing,2020-10-20
Houdini BFF Rain Jacket - Women's,Houdini,249.93,50,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Kuhl Trekr Pants - Women's,Kuhl,109.95,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Lunar Frost Jacket - Women's,Patagonia,225.00,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Houdini Daybreak Shorts - Men's,Houdini,99.93,47,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Ben's UltraNet Head Net - Unisex,Ben's,14.95,0,2.0,4,camping-and-hiking,hiking-clothing,2020-10-20
Rab Elevation Pants - Women's,Rab,59.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Karpos Fast Shorts - Women's,Karpos,39.94,43,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia R2 TechFace Jacket - Men's,Patagonia,209.00,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Rab Momentum Shorts - Men's,Rab,38.94,48,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Thermoball Eco Vest - Men's,The North Face,199.99,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Unlimited Jacket - Women's,The North Face,399.99,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Prana Sage Convertible Pants - Regular Inseam - Women's,Prana,43.98,60,3.0,27,camping-and-hiking,hiking-clothing,2020-10-20
Vuori Crescent Half Zip Long Sleeve - Women's,Vuori,84.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
"Smartwool Merino Sport Lined 8"" Shorts - Men's",Smartwool,84.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
MEC Terrena Stretch Pants - Women's,MEC,40.78,52,4.6,32,camping-and-hiking,hiking-clothing,2020-10-20
Black Diamond Radha Shorts - Women's,Black Diamond,43.93,51,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Micro Puff Jacket - Men's,Patagonia,315.00,30,4.2,4,camping-and-hiking,hiking-clothing,2020-10-20
Cotopaxi Teca Vista Windbreaker - Unisex,Cotopaxi,67.18,44,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Mammut Aconcagua Midlayer Jacket - Men's,Mammut,153.27,30,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Indygena Pania Full Zip Hoodie - Women's,Indygena,149.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Abisko Trekking Shirt - Men's,Fjallraven,144.95,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Rab Nexus Jacket - Women's,Rab,139.95,0,3.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Los Gatos 1/4 Zip - Women's,Patagonia,125.00,0,4.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Prana Halle Pants Plus - Women's,Prana,46.94,51,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Kari Traa Rose Pants - Women's,Kari Traa,119.95,0,3.0,2,camping-and-hiking,hiking-clothing,2020-10-20
Kuhl Renegade Pants - Men's,Kuhl,104.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Coghlan's Bug Jacket - Unisex,Coghlan's,19.95,0,3.8,16,camping-and-hiking,hiking-clothing,2020-10-20
Rab Pulse Short Sleeve T-Shirt - Women's,Rab,49.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Smartwool Merino 150 Baselayer Short Sleeve - Men's,Smartwool,94.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
DU/ER No Sweat Shorts - Men's,DU/ER,83.95,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Active Trail Henley Long Sleeve Shirt - Men's,The North Face,84.99,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Venga Rock Pants - Women's,Patagonia,76.30,30,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Coghlan's Insect-Proof Pants - Unisex,Coghlan's,17.95,0,4.0,2,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Beyond The Wall Pants - Women's,The North Face,64.93,50,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
MEC Terrena Stretch Shorts - Women's,MEC,31.93,51,4.3,16,camping-and-hiking,hiking-clothing,2020-10-20
"The North Face North Dome Shorts - 12"" Inseam - Men's",The North Face,55.99,44,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Hyperlayer FD Hoodie - Women's,The North Face,47.97,20,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Kuhl Kontra Roll-Up Shorts - Women's,Kuhl,44.93,50,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Wandur Hike Shorts - Women's,The North Face,36.00,60,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Stand Up Shorts - Women's,Patagonia,52.50,60,3.0,3,camping-and-hiking,hiking-clothing,2020-10-20
Odlo Performance Light Crew Neck Short Sleeve Baselayer - Men's,Odlo,31.93,54,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Arc'teryx Zeta SL Gore-Tex Pants - Men's,Arc'teryx,299.95,0,4.3,10,camping-and-hiking,hiking-clothing,2020-10-20
MEC Ferrata Pants - Men's,MEC,129.95,0,4.5,6,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Capilene Air Crew - Men's,Patagonia,159.00,0,5.0,2,camping-and-hiking,hiking-clothing,2020-10-20
MEC Highpoint Pants - Men's,MEC,39.98,60,4.0,5,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Woolyester Fleece Jacket - Men's,Patagonia,179.00,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Raven Jacket - Men's,Fjallraven,274.95,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
"Kuhl Renegade 10"" Shorts - Men's",Kuhl,94.95,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia R1 Pullover - Men's,Patagonia,159.00,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Raven Lite Jacket - Women's,Fjallraven,279.95,0,5.0,1,camping-and-hiking,hiking-clothing,2020-10-20
La Sportiva Nirvana Shorts - Women's,La Sportiva,109.95,60,4.0,3,camping-and-hiking,hiking-clothing,2020-10-20
Vuori Summits Woven Shorts - Women's,Vuori,47.58,44,4.0,2,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Causey Pike Pants - Men's,Patagonia,149.00,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Impendor Soft Shell Pants - Women's,The North Face,123.20,44,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Micro Puff Jacket - Women's,Patagonia,315.00,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
The North Face HyperLayer FD Short Sleeve V-Neck - Women's,The North Face,25.19,44,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Rab Kinetic Plus Jacket - Men's,Rab,299.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Kuhl Lea Pullover - Women's,Kuhl,109.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Mammut Masao Light HS Hooded Jacket - Women's,Mammut,449.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Unlimited Jacket - Men's,The North Face,399.99,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Summit L3 Ventrix VRT Hoodie - Women's,The North Face,329.99,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Abisko Midsummer Shorts - Women's,Fjallraven,134.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Vuori Daybreak Windbreaker - Men's,Vuori,134.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Thermoball Eco Hoodie - Men's,The North Face,279.99,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Rab Torque Pants - Women's,Rab,101.94,40,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Rab Tangent Pants - Women's,Rab,47.94,40,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Rab Meridian Jacket - Men's,Rab,379.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Rab Borealis Jacket - Men's,Rab,144.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Rab Meridian Jacket - Women's,Rab,379.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Mountain Pullover Sweatshirt - Men's,The North Face,169.99,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Expedition Down Lite Hoodie - Men's,Fjallraven,649.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Patagonia Simul Alpine Pants - Women's,Patagonia,169.00,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Fjallraven Abisko Midsummer Jacket - Men's,Fjallraven,259.95,0,0.0,0,camping-and-hiking,hiking-clothing,2020-10-20
Prana Halle Shorts - Women's,Prana,39.00,51,3.6,7,camping-and-hiking,hiking-clothing,2020-10-20
Rab Silponcho Tarp,Rab,129.95,0,3.2,4,camping-and-hiking,hiking-clothing,2020-10-20
Mammut Courmayeur SO Pants - Women's,Mammut,184.78,44,2.5,2,camping-and-hiking,hiking-clothing,2020-10-20
Odlo Performance Warm Base Layer Bottoms - Women's,Odlo,89.95,0,1.0,1,camping-and-hiking,hiking-clothing,2020-10-20
The North Face Paramount Convertible Pants - Women's,The North Face,49.93,50,1.0,2,camping-and-hiking,hiking-clothing,2020-10-20
The North Face AllProof Stretch Rain Jacket - Women's,The North Face,199.95,0,1.3,3,camping-and-hiking,hiking-clothing,2020-10-20
MEC Merino T2 Long Johns - Men's,MEC,59.95,0,1.7,18,camping-and-hiking,hiking-clothing,2020-10-20
,Brand,Current_price,Discount,Avg_review_outof5,Num_reviews,Product_category,Subcategory,Date_retrieved
Black Diamond Sprint 225 Headlamp,Black Diamond,54.95,0,5.0,11,camping-and-hiking,tools-lighting-and-accessories,2020-10-20
Opinel Traditional #8 Stainless Steel Knife,Opinel,22.95,0,4.4,25,camping-and-hiking,tools-lighting-and-accessories,2020-10-20
Petzl Swift RL Lamp,Petzl,159.95,0,4.2,4,camping-and-hiking,tools-lighting-and-accessories,2020-10-20
